iter	F1	Logloss
882	0.5313195657	0.4315143533
883	0.5312831752	0.4314737688
884	0.5312735494	0.4314000667
885	0.5313741608	0.4313795985
886	0.5314244614	0.4313481798
887	0.5312189609	0.4312746894
888	0.5313880612	0.4312273874
889	0.5315207342	0.4311281716
890	0.5314565567	0.4310424041
891	0.532005203	0.430996099
892	0.5319775404	0.4309452232
893	0.5320780555	0.4308970799
894	0.5326306423	0.4308262842
895	0.5324479737	0.4307742079
896	0.5327857632	0.4307059663
897	0.5331097498	0.4306771508
898	0.532703563	0.4306141147
899	0.532972862	0.4305743601
900	0.5331736527	0.4305146536
901	0.5331554096	0.4305096475
902	0.5332192952	0.4304737341
903	0.5333698218	0.4304354757
904	0.5333515769	0.4303721271
905	0.5333880679	0.4303574796
906	0.5334793171	0.430277788
907	0.5337255439	0.4301976415
908	0.5337939527	0.4301766926
909	0.5339855643	0.430084997
910	0.5339855643	0.4300847945
911	0.5339719466	0.4300628476
912	0.5342728143	0.4300248696
913	0.5344686089	0.4299631307
914	0.5345552782	0.4299335507
915	0.5345600055	0.4299046104
916	0.5346189353	0.4298083583
917	0.5349695768	0.4297603725
918	0.5350196548	0.4297594991
919	0.5350832223	0.4297208895
920	0.5351284855	0.4296649952
921	0.5354018589	0.4296355645
922	0.5352834638	0.4296180768
923	0.5353566424	0.4295924988
924	0.5354384526	0.4295879292
925	0.535451905	0.4295751068
926	0.5357936101	0.4295106949
927	0.5364304014	0.4294558787
928	0.5365303822	0.4294040238
929	0.5365487088	0.4293372118
930	0.5366303494	0.4292756724
931	0.5368618747	0.42924902
932	0.5366303494	0.4292041283
933	0.5365387242	0.4291749873
934	0.5367802746	0.4291045364
935	0.5366303494	0.4290892128
936	0.5366436719	0.4290751435
937	0.5365204029	0.4290190646
938	0.5365837004	0.4289582004
939	0.5368302428	0.4288961026
940	0.537016801	0.4288477505
941	0.5370269162	0.4287980982
942	0.5370819527	0.4287532406
943	0.5374684063	0.4286909316
944	0.5376263316	0.4286408823
945	0.5376630472	0.4286235779
946	0.5377629063	0.4285797663
947	0.5378759431	0.4284675296
948	0.5380755709	0.4284334975
949	0.5382619974	0.4284052967
950	0.5384116583	0.4283512831
951	0.5383486364	0.4283149626
952	0.5385718187	0.4282410879
953	0.5385587	0.4282181855
954	0.538713642	0.4281646591
955	0.5386768622	0.4280815937
956	0.5388763738	0.4280218267
957	0.5390259718	0.4279897534
958	0.5394745821	0.4279176767
959	0.5394193702	0.4278318039
960	0.5394561769	0.4278086686
961	0.539112628	0.4277532615
962	0.5392621916	0.4277301348
963	0.5391939392	0.4276926501
964	0.5394171046	0.4276363137
965	0.5392805952	0.4275923026
966	0.5392437892	0.4275477365
967	0.5394117246	0.4274940068
968	0.5396240576	0.4274340454
969	0.5395688361	0.4274145439
970	0.5397052804	0.42735631
971	0.5399781689	0.4273056787
972	0.5399781689	0.4273000101
973	0.5401091405	0.4272600702
974	0.5404446869	0.4272268154
975	0.540326706	0.4271758191
976	0.5404575988	0.4271451382
977	0.5405626598	0.427127281
978	0.5403949118	0.4270781227
979	0.5406253196	0.4270241889
980	0.5404023184	0.4270009274
981	0.5404594724	0.426898634
982	0.5405147435	0.4268364358
983	0.5405644941	0.4268166638
984	0.5408869346	0.4267692883
985	0.541347235	0.4266979588
986	0.541347235	0.4266970206
987	0.5415332198	0.4266771667
988	0.5416127053	0.426627049
989	0.5415686676	0.4265570843
990	0.5415502079	0.4265039259
991	0.5414876935	0.4264847559
992	0.5413626134	0.426438604
993	0.5417832049	0.4263721174
994	0.5415785524	0.426339621
995	0.541584226	0.4263040133
996	0.5414975269	0.4262801505
997	0.5416396575	0.4261734694
998	0.5417078912	0.4261119953
999	0.5417263733	0.4260949149
